visitor_id,total_sessions,click_count,num_pageviews,avg_session_duration,days_since_first_session,num_prior_sessions,is_new_visitor,days_since_prior_session,clicks_per_session,pageviews_per_session,days_since_last_activity,frequency,recency_score,frequency_score,duration_score,interaction_score,loyalty_score,engagement_score
1702906655880592398,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702906952003418114,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702907221197628322,1,6,6,6.6e-08,0,0,1,0.0,6.0,6.0,20193,1.0,0.0,0.1990950226244344,5.444210453378998e-05,0.005341880341880342,0.0,0.054167641048829755
1702907315121527313,1,2,1,1.1e-08,0,0,1,0.0,2.0,1.0,20193,1.0,0.0,0.1990950226244344,9.073684088964997e-06,0.0010683760683760685,0.0,0.05330689107140292
1702908014411598772,1,8,3,1.41e-07,0,0,1,0.0,8.0,3.0,20193,1.0,0.0,0.1990950226244344,0.0001163081324130968,0.007478632478632479,0.0,0.054603240279897415
1702908080032824062,1,2,2,0.0,0,0,1,0.0,2.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0010683760683760685,0.0,0.05330568124685772
1702910092998670242,5,90,47,1.4550999999999998e-05,1,5,0,0.2,18.0,9.4,20193,2.5,0.0,0.49943438914027155,0.012002834288957242,0.018162393162393164,0.014336917562724014,0.1403269493167752
1702910458057814548,2,2,3,0.0,0,1,0,0.0,1.0,1.5,20193,2.0,0.0,0.3993212669683258,0.0,0.0,0.0035842293906810036,0.10696356844364435
1702911597760275521,3,19,6,3.0433333333333335e-07,79,5,0,7.333333333333333,6.333333333333333,2.0,20193,0.0375,0.0,0.006377262443438915,0.00025103859312803164,0.005698005698005697,0.007168458781362007,0.0038294707744501886
1702911953458979713,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702912621586612901,1,2,3,0.0,0,0,1,0.0,2.0,3.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0010683760683760685,0.0,0.05330568124685772
1702914001857454352,1,1,1,0.0,0,0,1,0.0,1.0,1.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702915029494783827,1,2,2,2e-09,0,0,1,0.0,2.0,2.0,20193,1.0,0.0,0.1990950226244344,1.6497607434481815e-06,0.0010683760683760685,0.0,0.05330590121495685
1702915270216360174,1,1,3,0.0,0,0,1,0.0,1.0,3.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702915280337455816,1,29,13,1.994e-06,0,0,1,0.0,29.0,13.0,20193,1.0,0.0,0.1990950226244344,0.0016448114612178369,0.029914529914529916,0.0,0.059294220210917535
1702915297815353629,1,1,5,0.0,0,0,1,0.0,1.0,5.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702917222654691922,1,2,1,2.2e-08,0,0,1,0.0,2.0,1.0,20193,1.0,0.0,0.1990950226244344,1.8147368177929995e-05,0.0010683760683760685,0.0,0.05330810089594811
1702917466199593442,1,3,1,4e-09,1,1,0,1.0,3.0,1.0,20193,0.5,0.0,0.0989819004524887,3.299521486896363e-06,0.002136752136752137,0.0,0.026822963817545665
1702920283561472914,1,9,9,2.173e-06,0,0,1,0.0,9.0,9.0,20193,1.0,0.0,0.1990950226244344,0.0017924650477564492,0.008547008547008548,0.0,0.055040403082285076
1702921347020588666,1,4,2,9.2e-08,0,0,1,0.0,4.0,2.0,20193,1.0,0.0,0.1990950226244344,7.588899419861635e-05,0.003205128205128205,0.0,0.05374315020676797
1702921563039156702,1,1,1,0.0,0,0,1,0.0,1.0,1.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702922285099856696,1,7,2,5e-09,0,0,1,0.0,7.0,2.0,20193,1.0,0.0,0.1990950226244344,4.124401858620454e-06,0.00641025641025641,0.0,0.054374607235481605
1702923137350181586,1,1,1,0.0,0,0,1,0.0,1.0,1.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702925399620625243,1,37,20,5.05e-07,0,0,1,0.0,37.0,20.0,20193,1.0,0.0,0.1990950226244344,0.0004165645877206658,0.038461538461538464,0.0,0.060839855670519624
1702926531064989522,1,11,9,9.1e-08,0,0,1,0.0,11.0,9.0,20193,1.0,0.0,0.1990950226244344,7.506411382689225e-05,0.010683760683760684,0.0,0.055238766718444895
1702926595796292802,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702926922091144154,1,3,2,3.9e-08,0,0,1,0.0,3.0,2.0,20193,1.0,0.0,0.1990950226244344,3.217033449723954e-05,0.002136752136752137,0.0,0.0535236458384659
1702928775806842121,1,1,3,0.0,0,0,1,0.0,1.0,3.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702929214612581662,1,7,1,5.8e-08,0,0,1,0.0,7.0,1.0,20193,1.0,0.0,0.1990950226244344,4.784306155999726e-05,0.00641025641025641,0.0,0.05438043639010846
1702929278944097122,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702929317767308047,1,1,1,0.0,0,0,1,0.0,1.0,1.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702929323029169690,1,2,1,5e-09,0,0,1,0.0,2.0,1.0,20193,1.0,0.0,0.1990950226244344,4.124401858620454e-06,0.0010683760683760685,0.0,0.05330623116710553
1702929463270285359,1,1,1,0.0,0,0,1,0.0,1.0,1.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702930731055322392,1,2,1,1e-09,0,0,1,0.0,2.0,1.0,20193,1.0,0.0,0.1990950226244344,8.248803717240908e-07,0.0010683760683760685,0.0,0.053305791230907285
1702931008543671526,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702932446293544647,1,1,1,0.0,19,10,0,0.0,1.0,1.0,20193,0.05,0.0,0.008880090497737556,0.0,0.0,0.0,0.002368024132730015
1702932547894807573,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702932650141430883,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702932919509773914,1,2,2,1e-09,0,0,1,0.0,2.0,2.0,20193,1.0,0.0,0.1990950226244344,8.248803717240908e-07,0.0010683760683760685,0.0,0.053305791230907285
1702933714977112859,1,2,1,7e-09,0,1,0,0.0,2.0,1.0,20193,1.0,0.0,0.1990950226244344,5.774162602068635e-06,0.0010683760683760685,0.0,0.053306451135204665
1702936329401953174,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702938496643268688,1,1,1,0.0,0,0,1,0.0,1.0,1.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702938738465141310,1,33,2,1.92e-07,0,0,1,0.0,33.0,2.0,20193,1.0,0.0,0.1990950226244344,0.00015837703137102542,0.03418803418803419,0.0,0.05995072980830548
1702940205071640246,1,7,3,1.05e-07,0,0,1,0.0,7.0,3.0,20193,1.0,0.0,0.1990950226244344,8.661243903102953e-05,0.00641025641025641,0.0,0.05438560564043793
1702941502058604755,1,2,2,0.0,0,0,1,0.0,2.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0010683760683760685,0.0,0.05330568124685772
1702945438949596378,1,2,2,2.75e-07,0,0,1,0.0,2.0,2.0,20193,1.0,0.0,0.1990950226244344,0.00022684210222412497,0.0010683760683760685,0.0,0.053335926860487604
1702946070146432199,2,44,21,2.2495000000000002e-06,0,1,0,0.0,22.0,10.5,20193,2.0,0.0,0.3993212669683258,0.0018555683961933422,0.022435897435897436,0.0035842293906810036,0.1116981570503163
1702947474431601401,1,3,2,7.62e-07,0,0,1,0.0,3.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0006285588432537571,0.002136752136752137,0.0,0.0536031643063001
1702948419163334545,1,2,1,0.0,12,1,0,12.0,2.0,1.0,20193,0.07692307692307693,0.0,0.014270797076226941,0.0,0.0010683760683760685,0.0,0.004019221100669065
1702951845884674989,1,1,2,0.0,1,2,0,1.0,1.0,2.0,20193,0.5,0.0,0.0989819004524887,0.0,0.0,0.0,0.026395173453996987
1702951967425781037,1,6,3,8.5e-08,0,0,1,0.0,6.0,3.0,20193,1.0,0.0,0.1990950226244344,7.01148315965477e-05,0.005341880341880342,0.0,0.05416973074577145
1702954876123668442,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702956222313709518,1,1,3,0.0,0,0,1,0.0,1.0,3.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702957071509662942,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702957754862035595,1,1,1,0.0,0,0,1,0.0,1.0,1.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702962575801898074,1,1,1,0.0,0,0,1,0.0,1.0,1.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702962870099371049,1,2,1,7.8e-08,0,0,1,0.0,2.0,1.0,20193,1.0,0.0,0.1990950226244344,6.434066899447907e-05,0.0010683760683760685,0.0,0.05331426000272365
1702964658327092369,1,34,18,1.447e-06,0,0,1,0.0,34.0,18.0,20193,1.0,0.0,0.1990950226244344,0.0011936018978847592,0.035256410256410256,0.0,0.060302435004182524
1702964836753815537,1,1,1,0.0,0,0,1,0.0,1.0,1.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702965861908551291,1,27,14,1.072e-06,0,0,1,0.0,27.0,14.0,20193,1.0,0.0,0.1990950226244344,0.0008842717584882253,0.027777777777777776,0.0,0.05876546448986983
1702971101929499084,1,2,3,6.4e-08,0,0,1,0.0,2.0,3.0,20193,1.0,0.0,0.1990950226244344,5.279234379034181e-05,0.0010683760683760685,0.0,0.053312720226029765
1702971445161350774,1,4,1,1.4e-08,0,0,1,0.0,4.0,1.0,20193,1.0,0.0,0.1990950226244344,1.154832520413727e-05,0.003205128205128205,0.0,0.053734571450902026
1702971967376057981,1,53,2,7.429e-06,0,0,1,0.0,53.0,2.0,20193,1.0,0.0,0.1990950226244344,0.00612803628153827,0.05555555555555555,0.0,0.06502018864849872
1702975779024513156,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702978338306593718,2,6,2,3.0799999999999997e-06,0,1,0,0.0,3.0,1.0,20193,2.0,0.0,0.3993212669683258,0.0025406315449101992,0.002136752136752137,0.0035842293906810036,0.10772966974364948
1702979185709339854,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702979890403062237,2,4,6,1.9500000000000003e-08,17,1,0,8.5,2.0,3.0,20193,0.1111111111111111,0.0,0.021116138763197585,1.6085167248619772e-05,0.0010683760683760685,0.0035842293906810036,0.006324687491585186
1702980602510931799,1,1,1,0.0,0,0,1,0.0,1.0,1.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702982100516698467,1,3,1,3e-09,0,0,1,0.0,3.0,1.0,20193,1.0,0.0,0.1990950226244344,2.4746411151722723e-06,0.002136752136752137,0.0,0.05351968641268163
1702982814422861128,1,2,1,6e-09,0,0,1,0.0,2.0,1.0,20193,1.0,0.0,0.1990950226244344,4.9492822303445445e-06,0.0010683760683760685,0.0,0.053306341151155096
1702982854408805388,1,4,2,3.5e-08,0,0,1,0.0,4.0,2.0,20193,1.0,0.0,0.1990950226244344,2.8870813010343177e-05,0.003205128205128205,0.0,0.05373688111594286
1702983468539653795,2,4,3,1.2950000000000001e-07,1,2,0,0.0,2.0,1.5,20193,1.0,0.0,0.1990950226244344,0.00010682200813826976,0.0010683760683760685,0.0035842293906810036,0.053797821433366956
1702985226605638868,1,1,1,0.0,0,0,1,0.0,1.0,1.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702985649401138141,1,3,1,1.374e-06,0,0,1,0.0,3.0,1.0,20193,1.0,0.0,0.1990950226244344,0.0011333856307489008,0.002136752136752137,0.0,0.053670474544632786
1702986147354983941,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702988130682700417,1,1,5,0.0,0,0,1,0.0,1.0,5.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702988506626337455,1,1,4,0.0,0,0,1,0.0,1.0,4.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702988739717388383,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702988788618839631,1,1,3,0.0,0,0,1,0.0,1.0,3.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702989056197693588,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702989070733220904,1,2,3,1e-09,45,1,0,45.0,2.0,3.0,20193,0.021739130434782608,0.0,0.0032215227228014954,8.248803717240908e-07,0.0010683760683760685,0.0,0.0010728579238051756
1702989818071437213,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702990773423278820,1,2,3,1.01e-07,0,0,1,0.0,2.0,3.0,20193,1.0,0.0,0.1990950226244344,8.331291754413317e-05,0.0010683760683760685,0.0,0.05331678963586361
1702991630448198169,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702992850880016656,1,2,3,1e-09,0,0,1,0.0,2.0,3.0,20193,1.0,0.0,0.1990950226244344,8.248803717240908e-07,0.0010683760683760685,0.0,0.053305791230907285
1702993805867424385,1,8,10,1.255e-06,0,0,1,0.0,8.0,10.0,20193,1.0,0.0,0.1990950226244344,0.001035224866513734,0.007478632478632479,0.0,0.05472576251111084
1702993906389275840,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702994169946315854,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702995206826364833,1,1,1,0.0,0,0,1,0.0,1.0,1.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702995516479307271,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702995926434673566,1,2,3,3.8e-08,0,0,1,0.0,2.0,3.0,20193,1.0,0.0,0.1990950226244344,3.134545412551545e-05,0.0010683760683760685,0.0,0.05330986064074113
1702996040282093728,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702997523331024987,1,3,1,3.4e-08,0,0,1,0.0,3.0,1.0,20193,1.0,0.0,0.1990950226244344,2.8045932638619084e-05,0.002136752136752137,0.0,0.053523095918218085
1702997852354399969,1,9,1,9.84e-07,1,1,0,1.0,9.0,1.0,20193,0.5,0.0,0.0989819004524887,0.0008116822857765053,0.008547008547008548,0.0,0.028212799468168896
1702998235736348967,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702998274389848460,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702998287617730520,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702999076179528243,1,1,3,0.0,0,0,1,0.0,1.0,3.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702999127418465838,1,1,1,0.0,0,0,1,0.0,1.0,1.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1702999708804982274,1,2,1,1e-09,0,0,1,0.0,2.0,1.0,20193,1.0,0.0,0.1990950226244344,8.248803717240908e-07,0.0010683760683760685,0.0,0.053305791230907285
1702999717021664641,2,9,5,1.6500000000000002e-08,7,1,0,3.5,4.5,2.5,20193,0.25,0.0,0.04892533936651584,1.3610526133447499e-05,0.0037393162393162395,0.0035842293906810036,0.014274332401176065
1702999959810378220,1,2,1,0.0,0,0,1,0.0,2.0,1.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0010683760683760685,0.0,0.05330568124685772
1703000143231766291,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1703000776965161309,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1703001026881196672,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1703002215084694798,1,1,3,0.0,0,0,1,0.0,1.0,3.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1703002346326343058,1,4,3,5.4e-08,0,0,1,0.0,4.0,3.0,20193,1.0,0.0,0.1990950226244344,4.45435400731009e-05,0.003205128205128205,0.0,0.05373897081288456
1703002781650010109,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1703002854738064500,1,4,1,7.04e-07,0,0,1,0.0,4.0,1.0,20193,1.0,0.0,0.1990950226244344,0.0005807157816937598,0.003205128205128205,0.0,0.05381046044510065
1703003952214398467,1,2,2,1.64e-07,0,0,1,0.0,2.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0001352803809627509,0.0010683760683760685,0.0,0.05332371863098609
1703004449549514305,1,7,1,3.23e-07,0,0,1,0.0,7.0,1.0,20193,1.0,0.0,0.1990950226244344,0.0002664363600668813,0.00641025641025641,0.0,0.054409582163242716
1703004664699592912,2,17,14,1.5e-07,34,1,0,17.0,8.5,7.0,20193,0.05714285714285714,0.0,0.010310277957336782,0.00012373205575861361,0.008012820512820512,0.0035842293906810036,0.004846366417379193
1703004809589337309,1,3,3,1.2e-08,0,0,1,0.0,3.0,3.0,20193,1.0,0.0,0.1990950226244344,9.898564460689089e-06,0.002136752136752137,0.0,0.053520676269127695
1703004977544409848,1,8,2,5.22e-07,0,0,1,0.0,8.0,2.0,20193,1.0,0.0,0.1990950226244344,0.00043058755403997537,0.007478632478632479,0.0,0.054645144202781
1703006500125443094,1,1,1,0.0,0,0,1,0.0,1.0,1.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1703007760391049258,1,1,2,0.0,0,0,1,0.0,1.0,2.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1703007795369614362,1,1,3,0.0,0,0,1,0.0,1.0,3.0,20193,1.0,0.0,0.1990950226244344,0.0,0.0,0.0,0.05309200603318251
1703009647172772158,1,9,1,5.45e-07,0,0,1,0.0,9.0,1.0,20193,1.0,0.0,0.1990950226244344,0.0004495598025896294,0.008547008547008548,0.0,0.05486134904959617
1703010185539412672,1,2,3,1e-09,0,0,1,0.0,2.0,3.0,20193,1.0,0.0,0.1990950226244344,8.248803717240908e-07,0.0010683760683760685,0.0,0.053305791230907285
1703011660364496879,1,2,2,7.7e-08,0,0,1,0.0,2.0,2.0,20193,1.0,0.0,0.1990950226244344,6.351578862275498e-05,0.0010683760683760685,0.0,0.05331415001867409
1703012291140719464,1,1,1,0.0,1,1,0,1.0,1.0,1.0,20193,0.5,0.0,0.0989819004524887,0.0,0.0,0.0,0.026395173453996987
